종목코드,종목명,최종종가,만기평가가격,행사가격,전환비율,LP명,LP보유수량,상장일,최종거래일,상장폐지일,만기일,지급일,권리행사구분,기초자산명,CALL/PUT
"52JW27","미래JW27삼성E&A콜","10","22790","27100","0.020","미래에셋증권","22198620","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성엔지니어링","콜"
"52JW32","미래JW32에코비엠풋","60","213900","230000","0.002","미래에셋증권","6399990","2023/12/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로비엠","풋"
"52K006","미래K006삼성전자콜","15","76660","77200","0.010","미래에셋증권","37082260","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52K016","미래K016삼성전자풋","15","76660","74100","0.010","미래에셋증권","21299990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"52K028","미래K028POSCO홀콜","5","379100","481000","0.002","미래에셋증권","9699990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"52K030","미래K030POSCO홀콜","5","394100","501000","0.002","미래에셋증권","9200000","2024/01/16","2024/05/23","2024/05/24","2024/05/27","2024/05/29","유럽형","POSCO홀딩스","콜"
"52K034","미래K034POSCO홀풋","100","379100","443500","0.002","미래에셋증권","13699980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","풋"
"52K035","미래K035POSCO홀풋","210","379100","500000","0.002","미래에셋증권","7599990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","풋"
"52K043","미래K043카카오풋","60","43440","50700","0.010","미래에셋증권","23299980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","풋"
"52K044","미래K044카카오풋","65","43440","54900","0.010","미래에셋증권","15199990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","풋"
"52K046","미래K046SK텔레콤콜","55","51360","48900","0.020","미래에셋증권","15199980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK텔레콤","콜"
"52K052","미래K052LG화학콜","5","373200","498000","0.002","미래에셋증권","11299990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"52K055","미래K055삼성SDI콜","15","393900","450000","0.002","미래에셋증권","9299770","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"52K061","미래K061기아콜","235","121740","96000","0.010","미래에셋증권","37099980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","기아","콜"
"52K065","미래K065엘지전자콜","35","99760","98500","0.010","미래에셋증권","15199990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"52K070","미래K070SK이노콜","5","103600","147000","0.005","미래에셋증권","13199990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52K073","미래K073SK이노콜","5","106220","147000","0.005","미래에셋증권","9600000","2024/01/16","2024/05/23","2024/05/24","2024/05/27","2024/05/29","유럽형","SK이노베이션","콜"
"52K083","미래K083LG에너지콜","5","356600","430500","0.002","미래에셋증권","10399990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"52K093","미래K093포스코퓨콜","5","281900","381000","0.002","미래에셋증권","11399990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코퓨처엠","콜"
"52K102","미래K102SK하이닉풋","5","213000","135500","0.005","미래에셋증권","12199830","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","풋"
"52K117","미래K117LG이노텍콜","40","241900","227000","0.002","미래에셋증권","19292980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG이노텍","콜"
"52K125","미래K125호텔신라콜","5","55980","71400","0.010","미래에셋증권","29499990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"52K126","미래K126호텔신라콜","5","55980","64300","0.010","미래에셋증권","16186290","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"52K131","미래K131삼성바이풋","10","740800","752000","0.001","미래에셋증권","13899990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","풋"
"52K139","미래K139하나금융콜","315","59940","41400","0.020","미래에셋증권","13399980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","하나금융지주","콜"
"52K142","미래K142한국항공풋","5","51780","48000","0.020","미래에셋증권","10300000","2024/01/16","2024/06/10","2024/06/11","2024/06/12","2024/06/14","유럽형","한국항공우주","풋"
"52K144","미래K144LG생건콜","205","403900","327000","0.002","미래에셋증권","15399980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG생활건강","콜"
"52K149","미래K149셀트리온풋","15","188680","168000","0.005","미래에셋증권","14799980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","셀트리온","풋"
"52K171","미래K171HMM풋","25","17908","15800","0.050","미래에셋증권","11199980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","풋"
"52K174","미래K174신한지주콜","135","46850","39800","0.020","미래에셋증권","31299990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","신한지주","콜"
"52K179","미래K179SKC콜","245","167700","100000","0.010","미래에셋증권","9699990","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SKC","콜"
"52K185","미래K185우리금융콜","60","14124","13000","0.050","미래에셋증권","142899980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","우리금융지주","콜"
"52K192","미래K192고려아연콜","15","492700","553000","0.002","미래에셋증권","13199980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","고려아연","콜"
"52K196","미래K196카카뱅크콜","15","22410","28200","0.020","미래에셋증권","19699980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오뱅크","콜"
"52K202","미래K202에코비엠콜","15","213900","340200","0.002","미래에셋증권","7959970","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로비엠","콜"
"52K206","미래K206에코비엠풋","150","213900","281700","0.002","미래에셋증권","9989960","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로비엠","풋"
"52K258","미래K258KOSPI200콜","5","374.8","400","100.000","미래에셋증권","7618850","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K259","미래K259KOSPI200콜","5","374.8","398","100.000","미래에셋증권","8823030","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K260","미래K260KOSPI200콜","5","374.8","395","100.000","미래에셋증권","8433640","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K261","미래K261KOSPI200콜","5","374.8","392","100.000","미래에셋증권","8336970","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K262","미래K262KOSPI200콜","10","374.8","390","100.000","미래에셋증권","4198510","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K263","미래K263KOSPI200콜","5","374.8","388","100.000","미래에셋증권","6232260","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K264","미래K264KOSPI200콜","5","374.8","385","100.000","미래에셋증권","5168960","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K265","미래K265KOSPI200콜","5","374.8","382","100.000","미래에셋증권","5752890","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K266","미래K266KOSPI200콜","5","374.8","380","100.000","미래에셋증권","5861980","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K267","미래K267KOSPI200콜","10","374.8","378","100.000","미래에셋증권","4303970","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K268","미래K268KOSPI200콜","10","374.8","375","100.000","미래에셋증권","6181580","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K269","미래K269KOSPI200콜","330","374.8","372","100.000","미래에셋증권","6962070","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K270","미래K270KOSPI200콜","580","374.8","370","100.000","미래에셋증권","6511850","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K271","미래K271KOSPI200콜","835","374.8","368","100.000","미래에셋증권","7835740","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K272","미래K272KOSPI200콜","1015","374.8","365","100.000","미래에셋증권","8523260","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"52K273","미래K273KOSPI200풋","5","374.8","350","100.000","미래에셋증권","6878120","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K274","미래K274KOSPI200풋","10","374.8","348","100.000","미래에셋증권","8851490","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K275","미래K275KOSPI200풋","10","374.8","345","100.000","미래에셋증권","8867320","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K276","미래K276KOSPI200풋","5","374.8","342","100.000","미래에셋증권","8795260","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K277","미래K277KOSPI200풋","5","374.8","340","100.000","미래에셋증권","8883430","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K278","미래K278KOSPI200풋","5","374.8","338","100.000","미래에셋증권","9926060","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K279","미래K279KOSPI200풋","5","374.8","335","100.000","미래에셋증권","9999840","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K280","미래K280KOSPI200풋","5","374.8","332","100.000","미래에셋증권","9999960","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K281","미래K281KOSPI200풋","5","374.8","330","100.000","미래에셋증권","9957170","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K282","미래K282KOSPI200풋","5","374.8","328","100.000","미래에셋증권","9992040","2024/01/16","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"52K297","미래K297삼성전자콜","55","76660","72200","0.010","미래에셋증권","14499890","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"52K302","미래K302삼성전자풋","10","76660","72100","0.010","미래에셋증권","52699830","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"52K315","미래K315카카오콜","5","43440","59300","0.010","미래에셋증권","21800000","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"52K332","미래K332기아풋","5","121740","95300","0.010","미래에셋증권","14499980","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","기아","풋"
"52K336","미래K336삼성SDI콜","5","393900","419500","0.002","미래에셋증권","8172290","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"52K341","미래K341현대차콜","260","268500","195000","0.005","미래에셋증권","22799980","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대차","콜"
"52K351","미래K351네이버콜","5","183840","212000","0.002","미래에셋증권","19700000","2024/02/14","2024/05/23","2024/05/24","2024/05/27","2024/05/29","유럽형","NAVER","콜"
"52K357","미래K357셀트리온콜","5","188680","202000","0.002","미래에셋증권","18599990","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","셀트리온","콜"
"52K364","미래K364모비스콜","15","221200","217000","0.002","미래에셋증권","27099980","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","콜"
"52K371","미래K371SK하이닉콜","145","213000","143000","0.005","미래에셋증권","19699990","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"52K372","미래K372SK하이닉콜","165","213000","137500","0.005","미래에셋증권","15899990","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"52K381","미래K381SK이노콜","5","103600","136000","0.005","미래에셋증권","12199990","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52K382","미래K382SK이노콜","15","103600","125500","0.005","미래에셋증권","9399980","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"52K389","미래K389LG화학콜","5","373200","482500","0.002","미래에셋증권","10699990","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"52K390","미래K390LG화학콜","40","373200","455000","0.002","미래에셋증권","8199990","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"52K397","미래K397NC소프트콜","25","188540","211500","0.002","미래에셋증권","16698500","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","콜"
"52K404","미래K404LG에너지콜","15","356600","400000","0.002","미래에셋증권","9999980","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"52K410","미래K410두산에너콜","115","19460","14600","0.050","미래에셋증권","10899980","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","두산에너빌리티","콜"
"52K415","미래K415LG이노텍콜","65","241900","215500","0.002","미래에셋증권","21706610","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG이노텍","콜"
"52K423","미래K423HMM콜","5","17908","21400","0.020","미래에셋증권","24999990","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","콜"
"52K424","미래K424HMM콜","15","17908","19700","0.020","미래에셋증권","18199990","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","콜"
"52K431","미래K431LG생건콜","205","403900","304500","0.002","미래에셋증권","10699950","2024/02/14","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG생활건강","콜"
